Table	Row	Originally hidden
DT_NewShopItem	Ammo 762x39mm	False
DT_NewShopItem	Ammo 762x51mm	False
DT_NewShopItem	Ammo 762x54R	False
DT_NewShopItem	Ammo 950JDJ	False
DT_NewShopItem	Ammo FMJ-FN	False
DT_NewShopItem	Ammo FMJ-RN	False
DT_NewShopItem	Ammo LRN	False
DT_NewShopItem	Ammo Jacketed Hollow Point	False
DT_NewShopItem	Ammo Polymer Tip	False
DT_NewShopItem	Ammo 44 Magnum Flat Nose	False
DT_NewShopItem	Ammo 20 Gauge Recoil	False
DT_NewShopItem	Ammo 20 Gauge	False
DT_NewShopItem	M4A1 Stock Default	False
DT_NewShopItem	M4A1 Barrel Default	False
DT_NewShopItem	M4A1 Trigger Default	False
DT_NewShopItem	Underbarrel BipodBT10 Close	True
DT_NewShopItem	Underbarrel BipodBT10 Open	True
DT_NewShopItem	M4A1 Barrel Tactical	False
DT_NewShopItem	M4A1 Stock Tactical Black	False
DT_NewShopItem	M4A1 Stock Tactical Olive	False
DT_NewShopItem	M4A1 Stock Tactical Sand	False
DT_NewShopItem	AR15 Stock Default	False
DT_NewShopItem	AR15 Grip Default	False
DT_NewShopItem	M4A1 Grip Tactical	False
DT_NewShopItem	Scar Grip Default	False
DT_NewShopItem	Scar Grip Tactical Black	False
DT_NewShopItem	Scar Grip Tactical FDE	False
DT_NewShopItem	AR15 Barrel Default Long	False
DT_NewShopItem	AR15 Barrel Default Short	False
DT_NewShopItem	FNFAL Barrel Tactical	False
DT_NewShopItem	FNFAL Grip Tactical	False
DT_NewShopItem	FNFAL Stock Tactical	False
DT_NewShopItem	AK47 Barrel Tactical Barrel	False
DT_NewShopItem	AK Grip Tactical	False
DT_NewShopItem	AK Stock Tactical Black	False
DT_NewShopItem	AK47 Barrel Default	False
DT_NewShopItem	AK47 Grip Default	False
DT_NewShopItem	AK47 Stock Default	False
DT_NewShopItem	AK Stock Tactical Grey	False
DT_NewShopItem	Flashlight baldr PRO Forest	False
DT_NewShopItem	Scar Stock Tactical Short	False
DT_NewShopItem	MPX Optic Default	False
DT_NewShopItem	MPX Upperbarrel Front Sight	False
DT_NewShopItem	MPX Stock Tactical Red	False
DT_NewShopItem	MPX Stock Tactical Black	False
DT_NewShopItem	MPX Stock Tactical Extended	False
DT_NewShopItem	M4A1 Grip Tactical Red	False
DT_NewShopItem	AK47 Barrel Tactical Black	False
DT_NewShopItem	MPX Muzzle FlashHider Annihilator	False
DT_NewShopItem	MPX Grip Default	False
DT_NewShopItem	Muzzle BANISH 45	False
DT_NewShopItem	MScorpion Stock Default Black	False
DT_NewShopItem	MScorpion Stock Default FDE	False
DT_NewShopItem	MScorpion Stock Default Gray	False
DT_NewShopItem	MScorpion Stock Default Olive	False
DT_NewShopItem	MScorpion Stock Default White	False
DT_NewShopItem	FNFAL Stock Tactical Long	False
DT_NewShopItem	MP9 Trigger Tactical	False
DT_NewShopItem	Muzzle AACBlackout FlashHider	False
DT_NewShopItem	MP7 Upperbarrel	False
DT_NewShopItem	MP7 Upperbarrel Pos2	False
DT_NewShopItem	MP7 Optic Default	False
DT_NewShopItem	MP7 Optic Default Pos 2	False
DT_NewShopItem	MP7 Stock Default	False
DT_NewShopItem	MP9 MP7 Muzzle	False
DT_NewShopItem	UMP Stock Default	False
DT_NewShopItem	UMP Grip Default	False
DT_NewShopItem	Glock9 Trigger Red	False
DT_NewShopItem	Glock9 Trigger White	False
DT_NewShopItem	Glock9 Trigger Black	False
DT_NewShopItem	MK47 Upperbarrel Front Sight	False
DT_NewShopItem	MK47 Optic Default	False
DT_NewShopItem	MK47 Optic Default C	False
DT_NewShopItem	Underbarrel BCM GUNFIGHTER Black	False
DT_NewShopItem	Flashlight baldr PRO Sand	False
DT_NewShopItem	Muzzle SilencerPurple	False
DT_NewShopItem	Underbarrel Picatinny	True
DT_NewShopItem	Optic Matech	False
DT_NewShopItem	Upperbarrel DD Fixed Sight	False
DT_NewShopItem	Weapons Optic Kac300	False
DT_NewShopItem	Upperbarrel Kac Sight Front	False
DT_NewShopItem	Optic Kac Sight Rear	False
DT_NewShopItem	Scar-H Magazine Default	False
DT_NewShopItem	AR15 Underbarrel	False
DT_NewShopItem	AR15 Grip Tactical	False
DT_NewShopItem	AR15 Grip Tactical Sand	False
DT_NewShopItem	AR15V2 Barrel Default	False
DT_NewShopItem	AR15V2 Barrel Default Sand	False
DT_NewShopItem	AR15 Magazine Default	False
DT_NewShopItem	AR15 Stock Default V2	False
DT_NewShopItem	AR15 Stock Default V2 Short	False
DT_NewShopItem	Stock MCXLVAW	False
DT_NewShopItem	Barrel LVAW	False
DT_NewShopItem	Scorpion Scorpion EVO3 Magazine Default	False
DT_NewShopItem	Scorpion EVO3 Magazine Default Short	False
DT_NewShopItem	Fostech Barrel Default	False
DT_NewShopItem	Fostech Grip Default	False
DT_NewShopItem	Fostech Stock Default	False
DT_NewShopItem	Fostech Magazine Default	False
DT_NewShopItem	Magazine BC5 Default	False
DT_NewShopItem	MP5 Stock Default	False
DT_NewShopItem	Fostech Upperbarrel Front Sight	False
DT_NewShopItem	UMP Magazine Default	False
DT_NewShopItem	Scar-H Magazine Soldier	False
DT_NewShopItem	M16A4 Barrel Default	False
DT_NewShopItem	M16A4 Grip Default	False
DT_NewShopItem	M16A4 Underbarrel	False
DT_NewShopItem	M16A4 Trigger Default	False
DT_NewShopItem	M16A4 Magazine Default	False
DT_NewShopItem	M16A4 Muzzle Default	False
DT_NewShopItem	AK RD-704 Magazine Default	False
DT_NewShopItem	RD-704 Trigger Default	True
DT_NewShopItem	FAL SA58 Magazine Default	True
DT_NewShopItem	FAL SA58X Magazine	True
DT_NewShopItem	AK47 Barrel Default Black	True
DT_NewShopItem	M16A4 Magazine Heavy	True
DT_NewShopItem	Laser Perst4	False
DT_NewShopItem	Flashlight Glock Underbarrel Surefire XVL2	False
DT_NewShopItem	Glock17 Magazine G1750rd Loading Dial	False
DT_NewShopItem	Glock17 Magazine G17 Basic Compact	False
DT_NewShopItem	Glock17 Magazine G17 Extension Strike Industries	False
DT_NewShopItem	Glock17 Magazine G17 Extension Taran Tactical	False
DT_NewShopItem	Glock17 Threaded Barrel Series Catalyst	False
DT_NewShopItem	Glock17 Threaded Barrel Series Strike Industries	False
DT_NewShopItem	Glock17 Threaded Barrel Series Zaffari	False
DT_NewShopItem	Glock Glock Series Optic	False
DT_NewShopItem	Glock Trigger Custom Basic	False
DT_NewShopItem	Glock Trigger Custom Hard	False
DT_NewShopItem	Glock Trigger Custom Soft	False
DT_NewShopItem	Glock Muzzle Rugged Obsedian	False
DT_NewShopItem	AK AKS74 Barrel	False
DT_NewShopItem	AKS74 Barrel Black	False
DT_NewShopItem	AKS74 Magazine	False
DT_NewShopItem	AKS74 Magazine Black	False
DT_NewShopItem	AKS74 Muzzle	False
DT_NewShopItem	AKS74 Stock	True
DT_NewShopItem	AK74M Stock	False
DT_NewShopItem	AKS74U Barrel	False
DT_NewShopItem	AKS74U Muzzle	False
DT_NewShopItem	Magazine Emag	False
DT_NewShopItem	Magazine X25 Drum Skeletonized	True
DT_NewShopItem	Magazine X25 Drum	True
DT_NewShopItem	Magazine X-2550 DRM Skeletonized	True
DT_NewShopItem	Muzzle SFH KP9	False
DT_NewShopItem	AR15 Magazine Double	False
DT_NewShopItem	Magazine CZ Translucent Blue	False
DT_NewShopItem	Magazine CZ Translucent White	False
DT_NewShopItem	CZ Grenadelaunchers Underbarrel	False
DT_NewShopItem	Stock Maxim Defense CQB Gen 6 Black	False
DT_NewShopItem	Stock Maxim Defense CQB Gen 6 GR	False
DT_NewShopItem	Stock Maxim Defense CQB Gen 6 Tan	False
DT_NewShopItem	AKS74U Barrel PP-19 Vityaz	False
DT_NewShopItem	AKS74U Barrel PP-19 Vityaz Naked	False
DT_NewShopItem	Grip PP-19Vityaz	False
DT_NewShopItem	Magazine PP-19 Vityaz	False
DT_NewShopItem	Muzzle PP-19Vityaz	False
DT_NewShopItem	Stock PP-19 Vityaz	False
DT_NewShopItem	Glock17 Magazine KCI50rnd	True
DT_NewShopItem	M4A1 Barrel Tactical Grey	False
DT_NewShopItem	AK47 Stock Default Dirty	False
DT_NewShopItem	M4A1 Grip Tactical Metal	False
DT_NewShopItem	Stock G28 adjustable	False
DT_NewShopItem	M16 G28 Barrel	True
DT_NewShopItem	Trigger G28	False
DT_NewShopItem	Muzzle G28 Flashhider Prolong	False
DT_NewShopItem	Grip G28	False
DT_NewShopItem	Magazine G28	False
DT_NewShopItem	Optic G28 Rear sight flip aim	False
DT_NewShopItem	Underbarrel G28 sider	False
DT_NewShopItem	Muzzle G28 BTQD	False
DT_NewShopItem	M16 G28 Barrel Patrol	False
DT_NewShopItem	Stock G28 patrol E2	False
DT_NewShopItem	Grip OMRG Green	False
DT_NewShopItem	Pistol grip hogue OMRG Green	False
DT_NewShopItem	Magazine R11 RSASS	False
DT_NewShopItem	Stock R11 RSASS	False
DT_NewShopItem	M16 Barrel R11RSASS	False
DT_NewShopItem	Canted Optic Iron Sight 5	True
DT_NewShopItem	Tenpoint Stealth Crossbow Forest	False
DT_NewShopItem	Tenpoint Stealth Crossbow Sand	False
DT_NewShopItem	Underbarrel CAA Tactical Front	False
DT_NewShopItem	Underbarrel Grippod FAB Defense	True
DT_NewShopItem	Underbarrel imi defense	False
DT_NewShopItem	Underbarrel KWA Front	False
DT_NewShopItem	Underbarrel Tango Down Stubby Vertical	False
DT_NewShopItem	AR AR10AR15 Tyrant Designs MOD	False
DT_NewShopItem	Underbarrel UTG CombatD	False
DT_NewShopItem	Underbarrel Zenith Vertical	True
DT_NewShopItem	Stock ACSL Carbine Tan	False
DT_NewShopItem	Stock ACSL Carbine Black	False
DT_NewShopItem	Stock ACSL Carbine Green	False
DT_NewShopItem	Magazine 762	False
DT_NewShopItem	Magazine 5x45	False
DT_NewShopItem	Magazine 75rnd	False
DT_NewShopItem	Magazine 9x19	True
DT_NewShopItem	AK47 Stock AKM Clean	False
DT_NewShopItem	AK47 StockAKMWorn	False
DT_NewShopItem	AK AKMS Stock	False
DT_NewShopItem	Stock AKS74u	False
DT_NewShopItem	AK47 Stock RPK	False
DT_NewShopItem	AK47 Barrel RPK	False
DT_NewShopItem	AK47 Barrel RPKM	False
DT_NewShopItem	AK47 Barrel RPKU	False
DT_NewShopItem	AR15 Stock Gray	False
DT_NewShopItem	Optic VSK Reflex	True
DT_NewShopItem	Flashlight SuperFire	False
DT_NewShopItem	Flashlight WM X200 Sand	False
DT_NewShopItem	Flashlight WM X200 Forest	False
DT_NewShopItem	Siderail surefire x400 Tactical Grey	False
DT_NewShopItem	Siderail surefire x400 Tactical Camo	False
DT_NewShopItem	Siderail surefire x400 Tactical Camo 01	False
DT_NewShopItem	Flashlight Siderail FFL-1 Grey	False
DT_NewShopItem	Flashlight Siderail FFL-1 Camo	False
DT_NewShopItem	Flashlight Siderail FFL-1 Camo 01	False
DT_NewShopItem	Underbarrel cobra tactical Desert	False
DT_NewShopItem	Underbarrel cobra tactical Mud	False
DT_NewShopItem	Underbarrel cobra tactical Dirt	False
DT_NewShopItem	Underbarrel cobra tactical Flow	False
DT_NewShopItem	Underbarrel cobra tactical Camo	False
DT_NewShopItem	Underbarrel cobra tactical Leaf	False
DT_NewShopItem	RaiderX Base Black	False
DT_NewShopItem	RaiderX Stock	False
DT_NewShopItem	RaiderX Slide	False
DT_NewShopItem	RaiderX Slide FDE	False
DT_NewShopItem	RaiderX Trigger	False
DT_NewShopItem	RaiderX Magazine	False
DT_NewShopItem	RaiderX Magazine FDE	False
DT_NewShopItem	Crossbow Trigger	False
DT_NewShopItem	M16A4 Default Black	False
DT_NewShopItem	M16A4 Magazine Default Red Tech	False
DT_NewShopItem	M16A4 Magazine Default GDR	False
DT_NewShopItem	M16A4 Magazine Default Snow	False
DT_NewShopItem	Muzzle M4SD Dark Pattern	False
DT_NewShopItem	Muzzle M4SD Red Tech	False
DT_NewShopItem	Muzzle M4SD Forest	False
DT_NewShopItem	Muzzle M4SD FDE	False
DT_NewShopItem	Barrel Iron Edge ESB	False
DT_NewShopItem	Barrel Iron Edge ETL	False
DT_NewShopItem	Barrel Edge Iron ETUL	False
DT_NewShopItem	Glock17 Magazine Iron Edge 15RN	True
DT_NewShopItem	Glock17 Magazine Iron Edge 19RN	True
DT_NewShopItem	Glock17 Magazine Iron Edge 30RN	False
DT_NewShopItem	Optic MOS ELOM-V1	True
DT_NewShopItem	Optic MOS RackerI GR-M1	True
DT_NewShopItem	Optic Red Dot Sight IETP-V1	False
DT_NewShopItem	Optic Red Dot Sight MOSIETP-V1	False
DT_NewShopItem	Muzzle SMS SHEX-S2	False
DT_NewShopItem	Muzzle SMS SHEX-S2 FDE	False
DT_NewShopItem	Optic Aimpoint ACRO P239 FDE	True
DT_NewShopItem	Optic Aimpoint ACRO P239 Black	True
DT_NewShopItem	Optic Aimpoint ACRO P2193 FDE	True
DT_NewShopItem	Optic Aimpoint ACRO P2193 Black	True
DT_NewShopItem	Canted Optic Leupold 45	False
DT_NewShopItem	Canted Optic Leupold 45 Sand	False
DT_NewShopItem	Muzzle Gunsilencer	False
DT_NewShopItem	Stock Magpul UBR Gen 2 buttstock	False
DT_NewShopItem	Bundle UMP Base Ticket To Hell	False
DT_NewShopItem	Underbarrel StrikeIndustries	False
DT_NewShopItem	Upperbarrel FBRadom Front sight	False
DT_NewShopItem	Upperbarrel FBRadom Rearsight	False
DT_NewShopItem	Grip Ultralight Series Gen2 Black	False
DT_NewShopItem	Grip Ultralight Series Gen2 Blue	False
DT_NewShopItem	Grip Ultralight Series Gen2 Bronze	False
DT_NewShopItem	Grip Ultralight Series Gen2 FDE	False
DT_NewShopItem	Grip Ultralight Series Gen2 Gold	False
DT_NewShopItem	Grip Ultralight Series Gen2 Gray	False
DT_NewShopItem	Grip Ultralight Series Gen2 Green	False
DT_NewShopItem	Grip Ultralight Series Gen2 Purple	False
DT_NewShopItem	Grip Ultralight Series Gen2 Red	False
DT_NewShopItem	Magazine L5AWM10	False
DT_NewShopItem	Magazine L5AWM10 FDE	False
DT_NewShopItem	Magazine L5AWM10D FDE	False
DT_NewShopItem	Magazine L5AWM20	False
DT_NewShopItem	Magazine L5AWM20 FDE	False
DT_NewShopItem	Magazine L5AWM20D FDE	False
DT_NewShopItem	Magazine L5AWM30	False
DT_NewShopItem	Magazine L5AWM30 FDE	False
DT_NewShopItem	Magazine L5AWM30D FDE	False
DT_NewShopItem	Optic Wilcox G33	True
DT_NewShopItem	Optic RETOTEC HWSXPS2 Regular FDE	False
DT_NewShopItem	Optic ACOG Rifle Scope	False
DT_NewShopItem	Magazine PMAGD60	False
DT_NewShopItem	Magazine PMAGD60 Draws	False
DT_NewShopItem	Muzzle Banish Speed KSilencer	False
DT_NewShopItem	Muzzle KAC Suppressor Black	False
DT_NewShopItem	Muzzle KAC Suppressor Tan	False
DT_NewShopItem	Optic Tasco Pro Point 1x42	False
DT_NewShopItem	Muzzle KGM R556A2	False
DT_NewShopItem	Muzzle QuickDetach	False
DT_NewShopItem	Optic Sig Sauer Echo3 Thermal Sight	False
DT_NewShopItem	Muzzle CGS Helios QD Titanium Silencer V1	False
DT_NewShopItem	Muzzle CGS Helios QD Titanium Silencer V2	False
DT_NewShopItem	Muzzle CGS Helios QD Titanium Silencer V4	False
DT_NewShopItem	Muzzle YHM Turbo T3	False
DT_NewShopItem	Muzzle BTRB S762 compact SF	False
DT_NewShopItem	AR15 Barrel Machined MLOK 7D Black	False
DT_NewShopItem	AR15 Barrel Machined MLOK 7D Blue	False
DT_NewShopItem	AR15 Barrel Machined MLOK 7D Gray	False
DT_NewShopItem	AR15 Barrel Machined MLOK 7D Green	False
DT_NewShopItem	AR15 Barrel Machined MLOK 7D Red	False
DT_NewShopItem	AR15 Barrel Machined MLOK 7D Tan	False
DT_NewShopItem	AR15 Barrel Machined MLOK 10D Black	False
DT_NewShopItem	AR15 Barrel Machined MLOK 10D Blue	False
DT_NewShopItem	AR15 Barrel Machined MLOK 10D Gray	False
DT_NewShopItem	AR15 Barrel Machined MLOK 10D Green	False
DT_NewShopItem	AR15 Barrel Machined MLOK 10D Red	False
DT_NewShopItem	AR15 Barrel Machined MLOK 10D Tan	False
DT_NewShopItem	AR15 Barrel Machined MLOK 10DBlack	False
DT_NewShopItem	Machined M LOK 12D Blue	False
DT_NewShopItem	AR15 Barrel Machined MLOK 12D Gray	False
DT_NewShopItem	AR15 Barrel Machined MLOK 12D Green	False
DT_NewShopItem	AR15 Barrel Machined MLOK 12D Red	False
DT_NewShopItem	AR15 Barrel Machined MLOK 12D Tan	False
DT_NewShopItem	AR15 Barrel Machined MLOK 15D Black	False
DT_NewShopItem	AR15 Barrel Machined MLOK 15D Blue	False
DT_NewShopItem	AR15 Barrel Machined MLOK 15D Gray	False
DT_NewShopItem	AR15 Barrel Machined MLOK 15D Green	False
DT_NewShopItem	AR15 Barrel Machined MLOK 15D Red	False
DT_NewShopItem	AR15 Barrel Machined MLOK 15D Tan	False
DT_NewShopItem	AR15 Barrel Machined MLOK 18D Black	False
DT_NewShopItem	AR15 Barrel Machined MLOK 18D Blue	False
DT_NewShopItem	AR15 Barrel Machined MLOK 18D Gray	False
DT_NewShopItem	AR15 Barrel Machined MLOK 18D Green	False
DT_NewShopItem	AR15 Barrel Machined MLOK 18D Red	False
DT_NewShopItem	AR15 Barrel Machined MLOK 18D Tan	False
DT_NewShopItem	Muzzle Dead Air Wolverine V1	False
DT_NewShopItem	Muzzle Dead Air Wolverine V2	False
DT_NewShopItem	Muzzle Silencer Co Velos LBP	False
DT_NewShopItem	Muzzle Silencer Co Velos LBP Gold	False
DT_NewShopItem	Muzzle Supressor Case Black	False
DT_NewShopItem	Muzzle Supressor Case Dust	False
DT_NewShopItem	Muzzle Supressor Case Military	False
DT_NewShopItem	Optic Wilcox BOSSXe	False
DT_NewShopItem	Siderail MAWL C1 LASER	False
DT_NewShopItem	Siderail MAWL C1 LASER FDE	False
DT_NewShopItem	Optic RDS Trijicon RMR Black	False
DT_NewShopItem	Optic RDS Trijicon RMR FDE	False
DT_NewShopItem	Upperbarrel DbalI2	False
DT_NewShopItem	Optic Valday Pk122	False
DT_NewShopItem	AKS74U Micro Draco Barrel	False
DT_NewShopItem	AKS74U MicroDracoBarrelGold	False
DT_NewShopItem	Stock Micro Draco	False
DT_NewShopItem	Stock Micro Draco Green	False
DT_NewShopItem	Stock Micro Draco White	False
DT_NewShopItem	Ammo 9mm Basic	False
DT_NewShopItem	Ammo 9mm FMJ	False
DT_NewShopItem	Ammo 9mm JHP	False
DT_NewShopItem	Ammo 9mm Tracer Green	False
DT_NewShopItem	MP5 Forearm dedicated	False
DT_NewShopItem	MP5 Forearm BC 5k	False
DT_NewShopItem	MP5 Forearm Sis	False
DT_NewShopItem	MP5 Forearm Sd	False
DT_NewShopItem	MP5 Forearm Slimline	False
DT_NewShopItem	MP5 Forearm Sp5k	False
DT_NewShopItem	MP5 Forearm Tropical	False
DT_NewShopItem	MP5 Forearm Vented	False
DT_NewShopItem	MP5 Forearm Protogrip	False
DT_NewShopItem	MP5 Forearm Wood	False
DT_NewShopItem	Magazine 15curved	True
DT_NewShopItem	Magazine 30curved	False
DT_NewShopItem	Magazine 30waffle	False
DT_NewShopItem	Magazine cdrum	True
DT_NewShopItem	MP5 Stock receiver cap	False
DT_NewShopItem	Stock fixed	False
DT_NewShopItem	Stock folding	False
DT_NewShopItem	Stock retractable	False
DT_NewShopItem	Stock Wood	False
DT_NewShopItem	MP5 Grip Trigger Group Navy	False
DT_NewShopItem	MP5 Grip Trigger Group Sef	False
DT_NewShopItem	MP5 Muzzle Silencer	False
DT_NewShopItem	Mossberg590 Stock Magpul UBR Gen 2 buttstock	True
DT_NewShopItem	Mossberg590 Barrel Front Sight Sight	False
DT_NewShopItem	Mossberg590 Barrel Front Sight Naked	False
DT_NewShopItem	Mossberg590 Barrel Front Sight Rail	False
DT_NewShopItem	Mossberg590 Barrel Short	False
DT_NewShopItem	Mossberg590 Stock Mesa tactical stock adapter low	True
DT_NewShopItem	Mossberg590 Stock SG Abutt	False
DT_NewShopItem	Mossberg590 Trigger Low	False
DT_NewShopItem	Muzzle Salvo12	False
DT_NewShopItem	Flashlight WM X200	False
DT_NewShopItem	Grip Tactical Dynamics Skeletonized Low	False
DT_NewShopItem	Benellim2 Barrel Naked	False
DT_NewShopItem	Benellim2 Barrel Rail	False
DT_NewShopItem	Benellim2 Barrel Sight	False
DT_NewShopItem	Benellim2 Trigger Receiver	False
DT_NewShopItem	Benellim2 Stock	False
DT_NewShopItem	SR25 Barrel	False
DT_NewShopItem	SR25 Trigger	False
DT_NewShopItem	M16 SR25 Underbarrel AFG	False
DT_NewShopItem	SR25 Muuzle KACPRS Flashhider	False
DT_NewShopItem	SR25 Magazine	False
DT_NewShopItem	SR25 Sniper Optic Scopemount 30mm	False
DT_NewShopItem	SR25 Stock	False
DT_NewShopItem	Sniper Optic Reiflescope Hensoldt FF	False
DT_NewShopItem	Barrel Sword Mk18 Mjolnir	False
DT_NewShopItem	Trigger SWORD Mk18 Mjolnir	False
DT_NewShopItem	Magazine SWORD Mk18 Mjolnir	False
DT_NewShopItem	Underbarrel SWORD Mk18 Mjolnir	False
DT_NewShopItem	Stock SWORD Mk18 Mjolnir	False
DT_NewShopItem	Glock Mag G17 Basic Compact	False
DT_NewShopItem	M16 M203 30 Magazine Round	False
DT_NewShopItem	M16 M203 Barrel 01	False
DT_NewShopItem	M16 M203 Barrel 02	False
DT_NewShopItem	M16 M203 Trigger	False
DT_NewShopItem	M16 M203 Grip	False
DT_NewShopItem	M16 M203 Muzzle 01	False
DT_NewShopItem	Stock M16 M203 02	False
DT_NewShopItem	Stock M16	False
DT_NewShopItem	M16 M203 Rail Optic Carry Handle Scope	True
DT_NewShopItem	AR AR15A1 Barrel	False
DT_NewShopItem	AR15A1 Barrel 01	False
DT_NewShopItem	AR15A1 Barrel 02	False
DT_NewShopItem	AR15A1 Barrel 03	False
DT_NewShopItem	Stock M4 13	False
DT_NewShopItem	MP9 Brugger Thomet Barrel	False
DT_NewShopItem	MP9 Magazine Brugger Thomet	False
DT_NewShopItem	MP9 Magazine Brugger Thomet Transparent	True
DT_NewShopItem	Siderail Surefire X300V	False
DT_NewShopItem	Charm Cube Pendant	False
DT_NewShopItem	Charm Fpv Pendant	False
DT_NewShopItem	Charm Golden Ball Pendant	False
DT_NewShopItem	Charm Gyroscope Pendant	False
DT_NewShopItem	Charm Pendant 8 Gauge Red	False
DT_NewShopItem	Sticker Bodycam Logo	False
DT_NewShopItem	Sticker Bodycam Logo BNW	False
DT_NewShopItem	Sticker Bodycam Logo Gold	False
DT_NewShopItem	Sticker Bodycam Logo BNW Holographic	False
DT_NewShopItem	Sticker Bodycam Logo Gold Holographic	False
DT_NewShopItem	Sticker Bodycam Logo Negative Holographic	False
DT_NewShopItem	Sticker Strong Language	False
DT_NewShopItem	Sticker Pepe Shooter	False
DT_NewShopItem	Sticker NoChild	False
DT_NewShopItem	Sticker RedCard	False
DT_NewShopItem	Sticker Duck With A Knife	False
DT_NewShopItem	Sticker MaleTears	False
DT_NewShopItem	Sticker Panic	False
DT_NewShopItem	Sticker Clementine	False
DT_NewShopItem	Sticker Dogo With A Gun	False
DT_NewShopItem	Sticker Parental Advisory	False
DT_NewShopItem	Sticker This Is Fine End	False
DT_NewShopItem	Sticker New Guy	False
DT_NewShopItem	Sticker Le Crouassannnt	False
DT_NewShopItem	Sticker AAAAH	False
DT_NewShopItem	Sticker The Original	False
DT_NewShopItem	Sticker Pew Pew	False
DT_NewShopItem	Sticker Limited Edition	False
DT_NewShopItem	Sticker The Sun Smile	False
DT_NewShopItem	Sticker Fragile	False
DT_NewShopItem	Sticker No AK	False
DT_NewShopItem	Sticker Bomba	True
DT_NewShopItem	Sticker Happy Guy	False
DT_NewShopItem	Sticker Do Not Touch	False
DT_NewShopItem	Sticker Life	False
DT_NewShopItem	Sticker Frogy	False
DT_NewShopItem	Sticker To Be Continued	False
DT_NewShopItem	Sticker Im Not A Robot	False
DT_NewShopItem	Sticker Reissad Logo	False
DT_NewShopItem	Sticker Skull Mask	False
DT_NewShopItem	Sticker Anarchy	False
DT_NewShopItem	Sticker Happy Or Not?	False
DT_NewShopItem	Sticker Gore	False
DT_NewShopItem	Sticker Usa Flag	False
DT_NewShopItem	Sticker Paramedic	False
DT_NewShopItem	Sticker Emblem Eagle	False
DT_NewShopItem	Sticker Yin And Yang	False
DT_NewShopItem	Sticker Kick Me	False
DT_NewShopItem	Sticker Libellule	False
DT_NewShopItem	Sticker Gir lwith nice hair	False
DT_NewShopItem	Sticker Skull Head Fire	False
DT_NewShopItem	Money Time	False
DT_NewShopItem	Sticker Skull Draw	False
DT_NewShopItem	Sticker Ghost	False
DT_NewShopItem	Sticker Gloves	False
DT_NewShopItem	Sticker Tears	False
DT_NewShopItem	Sticker Red Team	False
DT_NewShopItem	Sticker mama says im special	False
DT_NewShopItem	Sticker Green Team	False
DT_NewShopItem	Sticker Smiley With a hole	False
DT_NewShopItem	Sticker Banana Mag	False
DT_NewShopItem	Sticker Ranch	False
DT_NewShopItem	Sticker Paramedic Team	False
DT_NewShopItem	Sticker Grade	False
DT_NewShopItem	Sticker Dontpanic	False
DT_NewShopItem	Sticker France	False
DT_NewShopItem	Sticker Alien	False
DT_NewShopItem	Sticker Egirl	False
DT_NewShopItem	Sticker F35	False
DT_NewShopItem	Sticker Become Death	False
DT_NewShopItem	Sticker Im too old for this shit	False
DT_NewShopItem	Sticker Liberta	False
DT_NewShopItem	Sticker 4 of clubs	False
DT_NewShopItem	Sticker Molotov	False
DT_NewShopItem	Sticker Nuclear	False
DT_NewShopItem	Sticker Zombie Virus	False
DT_NewShopItem	StickerLet Me think	False
DT_NewShopItem	Sticker Toxic	False
DT_NewShopItem	Sticker Boo	False
DT_NewShopItem	Sticker Skull Fuck	False
DT_NewShopItem	Sticker UFO	False
DT_NewShopItem	Sticker Crime Scene	False
DT_NewShopItem	Dark Heart	False
DT_NewShopItem	Sticker Panda	False
DT_NewShopItem	Sticker Where Is The Bomb ?	False
DT_NewShopItem	Sticker Lighter	False
DT_NewShopItem	Sticker piracy	False
DT_NewShopItem	Sticker McRnd	False
DT_NewShopItem	Mossberg590 Stock 1 Plastic	False
DT_NewShopItem	Mossberg590 Stock 1 Wood	False
DT_NewShopItem	Mossberg590 Stock 2	False
DT_NewShopItem	Mossberg590 Stock Pistol Grip 1 Plastic	False
DT_NewShopItem	Mossberg590 Stock Pistol Grip 2 Plastic	False
DT_NewShopItem	Mossberg590 Stock Pistol Grip 2 Wood	False
DT_NewShopItem	Mossberg590 Pump Forearm 3	False
DT_NewShopItem	Mossberg590 Pump Forearm 1 Plastic	False
DT_NewShopItem	Mossberg590 Pump Forearm 1 Wood	False
DT_NewShopItem	Mossberg590 Pump Forearm 2	True
DT_NewShopItem	Mossberg590 Fabarm Barrel 1	True
DT_NewShopItem	Mossberg590 Fabarm Barrel 2	True
DT_NewShopItem	Mossberg590 Stock Fabarm Stock	False
DT_NewShopItem	Mossberg590 Fabarm Auto Barrel 01	True
DT_NewShopItem	Mossberg590 Fabarm Auto Barrel Gold	True
DT_NewShopItem	MP5 FabarmAuto Muzzle 01	False
DT_NewShopItem	Mossberg590 Stock Fabarm Auto 01	False
DT_NewShopItem	Sticker Boogie	False
DT_NewShopItem	Sticker BBL	False
DT_NewShopItem	Sticker shex	False
DT_NewShopItem	Tec9 Tec9 Magazine	False
DT_NewShopItem	Tec9 Tec9 Trigger	False
DT_NewShopItem	Sticker Pray	False
DT_NewShopItem	Sticker Cry	False
DT_NewShopItem	Sticker No Case	False
DT_NewShopItem	Sticker Shhhtt	False
